0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0,0,0,4,8,22,22,21,3,21,21,21,21,0
0,0,0,4,8,22,22,21,3,21,21,21,21,0,12
0,0,4,8,22,22,21,3,21,21,21,21,0,12,13
0,4,8,22,22,21,3,21,21,21,21,0,12,13,16
4,8,22,22,21,3,21,21,21,21,0,12,13,16,21
8,22,22,21,3,21,21,21,21,0,12,13,16,21,19
22,22,21,3,21,21,21,21,0,12,13,16,21,19,19
22,21,3,21,21,21,21,0,12,13,16,21,19,19,2
21,3,21,21,21,21,0,12,13,16,21,19,19,2,19
3,21,21,21,21,0,12,13,16,21,19,19,2,19,19
21,21,21,21,0,12,13,16,21,19,19,2,19,19,19
21,21,21,0,12,13,16,21,19,19,2,19,19,19,1
21,21,0,12,13,16,21,19,19,2,19,19,19,1,11
0,0,0,0,0,0,0,0,0,0,0,0,4,21,21
0,0,0,0,0,0,0,0,0,0,0,4,21,21,3
0,0,0,0,0,0,0,0,0,0,4,21,21,3,0
0,0,0,0,0,0,0,0,0,4,21,21,3,0,12
0,0,0,0,0,0,0,0,4,21,21,3,0,12,13
0,0,0,0,0,0,0,4,21,21,3,0,12,13,16
0,0,0,0,0,0,4,21,21,3,0,12,13,16,21
0,0,0,0,0,4,21,21,3,0,12,13,16,21,19
0,0,0,0,4,21,21,3,0,12,13,16,21,19,19
0,0,0,4,21,21,3,0,12,13,16,21,19,19,2
0,0,4,21,21,3,0,12,13,16,21,19,19,2,19
0,4,21,21,3,0,12,13,16,21,19,19,2,19,19
4,21,21,3,0,12,13,16,21,19,19,2,19,19,19
21,21,3,0,12,13,16,21,19,19,2,19,19,19,19
21,3,0,12,13,16,21,19,19,2,19,19,19,19,24
3,0,12,13,16,21,19,19,2,19,19,19,19,24,24
0,12,13,16,21,19,19,2,19,19,19,19,24,24,9
12,13,16,21,19,19,2,19,19,19,19,24,24,9,15
13,16,21,19,19,2,19,19,19,19,24,24,9,15,24
16,21,19,19,2,19,19,19,19,24,24,9,15,24,10
21,19,19,2,19,19,19,19,24,24,9,15,24,10,7
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,0
0,0,0,0,0,0,4,8,22,22,21,3,21,0,12
0,0,0,0,0,4,8,22,22,21,3,21,0,12,13
0,0,0,0,4,8,22,22,21,3,21,0,12,13,16
0,0,0,4,8,22,22,21,3,21,0,12,13,16,21
0,0,4,8,22,22,21,3,21,0,12,13,16,21,19
0,4,8,22,22,21,3,21,0,12,13,16,21,19,19
4,8,22,22,21,3,21,0,12,13,16,21,19,19,2
8,22,22,21,3,21,0,12,13,16,21,19,19,2,19
22,22,21,3,21,0,12,13,16,21,19,19,2,19,19
22,21,3,21,0,12,13,16,21,19,19,2,19,19,19
21,3,21,0,12,13,16,21,19,19,2,19,19,19,19
3,21,0,12,13,16,21,19,19,2,19,19,19,19,24
21,0,12,13,16,21,19,19,2,19,19,19,19,24,24
0,12,13,16,21,19,19,2,19,19,19,19,24,24,9
12,13,16,21,19,19,2,19,19,19,19,24,24,9,15
13,16,21,19,19,2,19,19,19,19,24,24,9,15,24
16,21,19,19,2,19,19,19,19,24,24,9,15,24,24
21,19,19,2,19,19,19,19,24,24,9,15,24,24,24
19,19,2,19,19,19,19,24,24,9,15,24,24,24,24
19,2,19,19,19,19,24,24,9,15,24,24,24,24,24
2,19,19,19,19,24,24,9,15,24,24,24,24,24,24
19,19,19,19,24,24,9,15,24,24,24,24,24,24,24
19,19,19,24,24,9,15,24,24,24,24,24,24,24,24
19,19,24,24,9,15,24,24,24,24,24,24,24,24,24
19,24,24,9,15,24,24,24,24,24,24,24,24,24,24
24,24,9,15,24,24,24,24,24,24,24,24,24,24,24
24,9,15,24,24,24,24,24,24,24,24,24,24,24,24
9,15,24,24,24,24,24,24,24,24,24,24,24,24,24
15,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,5
24,24,24,24,24,24,24,24,24,24,24,24,24,5,14
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,21
0,0,0,0,0,0,4,8,22,22,21,3,21,21,21
0,0,0,0,0,4,8,22,22,21,3,21,21,21,21
0,0,0,0,4,8,22,22,21,3,21,21,21,21,21
0,0,0,4,8,22,22,21,3,21,21,21,21,21,21
0,0,4,8,22,22,21,3,21,21,21,21,21,21,21
0,4,8,22,22,21,3,21,21,21,21,21,21,21,0
4,8,22,22,21,3,21,21,21,21,21,21,21,0,12
8,22,22,21,3,21,21,21,21,21,21,21,0,12,13
22,22,21,3,21,21,21,21,21,21,21,0,12,13,16
22,21,3,21,21,21,21,21,21,21,0,12,13,16,21
21,3,21,21,21,21,21,21,21,0,12,13,16,21,19
3,21,21,21,21,21,21,21,0,12,13,16,21,19,19
21,21,21,21,21,21,21,0,12,13,16,21,19,19,2
21,21,21,21,21,21,0,12,13,16,21,19,19,2,19
21,21,21,21,21,0,12,13,16,21,19,19,2,19,19
21,21,21,21,0,12,13,16,21,19,19,2,19,19,19
21,21,21,0,12,13,16,21,19,19,2,19,19,19,1
21,21,0,12,13,16,21,19,19,2,19,19,19,1,11
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,22
0,0,0,0,0,0,0,0,0,4,8,22,22,22,21
0,0,0,0,0,0,0,0,4,8,22,22,22,21,21
0,0,0,0,0,0,0,4,8,22,22,22,21,21,3
0,0,0,0,0,0,4,8,22,22,22,21,21,3,21
0,0,0,0,0,4,8,22,22,22,21,21,3,21,21
0,0,0,0,4,8,22,22,22,21,21,3,21,21,21
0,0,0,4,8,22,22,22,21,21,3,21,21,21,21
0,0,4,8,22,22,22,21,21,3,21,21,21,21,21
0,4,8,22,22,22,21,21,3,21,21,21,21,21,0
4,8,22,22,22,21,21,3,21,21,21,21,21,0,12
8,22,22,22,21,21,3,21,21,21,21,21,0,12,13
22,22,22,21,21,3,21,21,21,21,21,0,12,13,21
22,22,21,21,3,21,21,21,21,21,0,12,13,21,21
22,21,21,3,21,21,21,21,21,0,12,13,21,21,21
21,21,3,21,21,21,21,21,0,12,13,21,21,21,21
21,3,21,21,21,21,21,0,12,13,21,21,21,21,21
3,21,21,21,21,21,0,12,13,21,21,21,21,21,21
21,21,21,21,21,0,12,13,21,21,21,21,21,21,21
21,21,21,21,0,12,13,21,21,21,21,21,21,21,21
21,21,21,0,12,13,21,21,21,21,21,21,21,21,21
21,21,0,12,13,21,21,21,21,21,21,21,21,21,16
21,0,12,13,21,21,21,21,21,21,21,21,21,16,21
0,12,13,21,21,21,21,21,21,21,21,21,16,21,19
12,13,21,21,21,21,21,21,21,21,21,16,21,19,19
13,21,21,21,21,21,21,21,21,21,16,21,19,19,2
21,21,21,21,21,21,21,21,21,16,21,19,19,2,19
21,21,21,21,21,21,21,21,16,21,19,19,2,19,19
21,21,21,21,21,21,21,16,21,19,19,2,19,19,19
21,21,21,21,21,21,16,21,19,19,2,19,19,19,12
21,21,21,21,21,16,21,19,19,2,19,19,19,12,13
21,21,21,21,16,21,19,19,2,19,19,19,12,13,17
21,21,21,16,21,19,19,2,19,19,19,12,13,17,19
21,21,16,21,19,19,2,19,19,19,12,13,17,19,24
21,16,21,19,19,2,19,19,19,12,13,17,19,24,24
16,21,19,19,2,19,19,19,12,13,17,19,24,24,9
21,19,19,2,19,19,19,12,13,17,19,24,24,9,15
19,19,2,19,19,19,12,13,17,19,24,24,9,15,24
19,2,19,19,19,12,13,17,19,24,24,9,15,24,24
2,19,19,19,12,13,17,19,24,24,9,15,24,24,24
19,19,19,12,13,17,19,24,24,9,15,24,24,24,24
19,19,12,13,17,19,24,24,9,15,24,24,24,24,24
19,12,13,17,19,24,24,9,15,24,24,24,24,24,24
12,13,17,19,24,24,9,15,24,24,24,24,24,24,5
13,17,19,24,24,9,15,24,24,24,24,24,24,5,14
17,19,24,24,9,15,24,24,24,24,24,24,5,14,14
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,0
0,0,0,0,0,0,4,8,22,22,21,3,21,0,12
0,0,0,0,0,4,8,22,22,21,3,21,0,12,13
0,0,0,0,4,8,22,22,21,3,21,0,12,13,12
0,0,0,4,8,22,22,21,3,21,0,12,13,12,13
0,0,4,8,22,22,21,3,21,0,12,13,12,13,16
0,4,8,22,22,21,3,21,0,12,13,12,13,16,16
4,8,22,22,21,3,21,0,12,13,12,13,16,16,21
8,22,22,21,3,21,0,12,13,12,13,16,16,21,19
22,22,21,3,21,0,12,13,12,13,16,16,21,19,19
22,21,3,21,0,12,13,12,13,16,16,21,19,19,2
21,3,21,0,12,13,12,13,16,16,21,19,19,2,19
3,21,0,12,13,12,13,16,16,21,19,19,2,19,19
21,0,12,13,12,13,16,16,21,19,19,2,19,19,19
0,12,13,12,13,16,16,21,19,19,2,19,19,19,11
12,13,12,13,16,16,21,19,19,2,19,19,19,11,11
13,12,13,16,16,21,19,19,2,19,19,19,11,11,12
12,13,16,16,21,19,19,2,19,19,19,11,11,12,13
13,16,16,21,19,19,2,19,19,19,11,11,12,13,16
16,16,21,19,19,2,19,19,19,11,11,12,13,16,12
16,21,19,19,2,19,19,19,11,11,12,13,16,12,13
21,19,19,2,19,19,19,11,11,12,13,16,12,13,16
19,19,2,19,19,19,11,11,12,13,16,12,13,16,19
19,2,19,19,19,11,11,12,13,16,12,13,16,19,19
2,19,19,19,11,11,12,13,16,12,13,16,19,19,19
19,19,19,11,11,12,13,16,12,13,16,19,19,19,19
19,19,11,11,12,13,16,12,13,16,19,19,19,19,19
19,11,11,12,13,16,12,13,16,19,19,19,19,19,19
11,11,12,13,16,12,13,16,19,19,19,19,19,19,19
11,12,13,16,12,13,16,19,19,19,19,19,19,19,19
12,13,16,12,13,16,19,19,19,19,19,19,19,19,1
13,16,12,13,16,19,19,19,19,19,19,19,19,1,11
16,12,13,16,19,19,19,19,19,19,19,19,1,11,11
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,21
0,0,0,0,0,0,4,8,22,22,21,3,21,21,0
0,0,0,0,0,4,8,22,22,21,3,21,21,0,12
0,0,0,0,4,8,22,22,21,3,21,21,0,12,13
0,0,0,4,8,22,22,21,3,21,21,0,12,13,16
0,0,4,8,22,22,21,3,21,21,0,12,13,16,21
0,4,8,22,22,21,3,21,21,0,12,13,16,21,19
4,8,22,22,21,3,21,21,0,12,13,16,21,19,19
8,22,22,21,3,21,21,0,12,13,16,21,19,19,2
22,22,21,3,21,21,0,12,13,16,21,19,19,2,19
22,21,3,21,21,0,12,13,16,21,19,19,2,19,19
21,3,21,21,0,12,13,16,21,19,19,2,19,19,19
3,21,21,0,12,13,16,21,19,19,2,19,19,19,19
21,21,0,12,13,16,21,19,19,2,19,19,19,19,24
21,0,12,13,16,21,19,19,2,19,19,19,19,24,24
0,12,13,16,21,19,19,2,19,19,19,19,24,24,9
12,13,16,21,19,19,2,19,19,19,19,24,24,9,15
13,16,21,19,19,2,19,19,19,19,24,24,9,15,24
16,21,19,19,2,19,19,19,19,24,24,9,15,24,5
21,19,19,2,19,19,19,19,24,24,9,15,24,5,14
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,21
0,0,0,0,0,0,4,8,22,22,21,3,21,21,21
0,0,0,0,0,4,8,22,22,21,3,21,21,21,21
0,0,0,0,4,8,22,22,21,3,21,21,21,21,21
0,0,0,4,8,22,22,21,3,21,21,21,21,21,21
0,0,4,8,22,22,21,3,21,21,21,21,21,21,0
0,4,8,22,22,21,3,21,21,21,21,21,21,0,12
4,8,22,22,21,3,21,21,21,21,21,21,0,12,13
8,22,22,21,3,21,21,21,21,21,21,0,12,13,12
22,22,21,3,21,21,21,21,21,21,0,12,13,12,13
22,21,3,21,21,21,21,21,21,0,12,13,12,13,16
21,3,21,21,21,21,21,21,0,12,13,12,13,16,16
3,21,21,21,21,21,21,0,12,13,12,13,16,16,21
21,21,21,21,21,21,0,12,13,12,13,16,16,21,19
21,21,21,21,21,0,12,13,12,13,16,16,21,19,19
21,21,21,21,0,12,13,12,13,16,16,21,19,19,2
21,21,21,0,12,13,12,13,16,16,21,19,19,2,19
21,21,0,12,13,12,13,16,16,21,19,19,2,19,19
21,0,12,13,12,13,16,16,21,19,19,2,19,19,19
0,12,13,12,13,16,16,21,19,19,2,19,19,19,12
12,13,12,13,16,16,21,19,19,2,19,19,19,12,13
13,12,13,16,16,21,19,19,2,19,19,19,12,13,16
12,13,16,16,21,19,19,2,19,19,19,12,13,16,12
13,16,16,21,19,19,2,19,19,19,12,13,16,12,13
16,16,21,19,19,2,19,19,19,12,13,16,12,13,19
16,21,19,19,2,19,19,19,12,13,16,12,13,19,24
21,19,19,2,19,19,19,12,13,16,12,13,19,24,24
19,19,2,19,19,19,12,13,16,12,13,19,24,24,9
19,2,19,19,19,12,13,16,12,13,19,24,24,9,15
2,19,19,19,12,13,16,12,13,19,24,24,9,15,24
19,19,19,12,13,16,12,13,19,24,24,9,15,24,10
19,19,12,13,16,12,13,19,24,24,9,15,24,10,7
19,12,13,16,12,13,19,24,24,9,15,24,10,7,24
12,13,16,12,13,19,24,24,9,15,24,10,7,24,11
13,16,12,13,19,24,24,9,15,24,10,7,24,11,11
0,0,0,0,0,0,0,0,0,0,0,0,4,21,21
0,0,0,0,0,0,0,0,0,0,0,4,21,21,3
0,0,0,0,0,0,0,0,0,0,4,21,21,3,0
0,0,0,0,0,0,0,0,0,4,21,21,3,0,12
0,0,0,0,0,0,0,0,4,21,21,3,0,12,13
0,0,0,0,0,0,0,4,21,21,3,0,12,13,17
0,0,0,0,0,0,4,21,21,3,0,12,13,17,21
0,0,0,0,0,4,21,21,3,0,12,13,17,21,19
0,0,0,0,4,21,21,3,0,12,13,17,21,19,19
0,0,0,4,21,21,3,0,12,13,17,21,19,19,2
0,0,4,21,21,3,0,12,13,17,21,19,19,2,11
0,4,21,21,3,0,12,13,17,21,19,19,2,11,12
4,21,21,3,0,12,13,17,21,19,19,2,11,12,13
21,21,3,0,12,13,17,21,19,19,2,11,12,13,16
21,3,0,12,13,17,21,19,19,2,11,12,13,16,19
3,0,12,13,17,21,19,19,2,11,12,13,16,19,19
0,12,13,17,21,19,19,2,11,12,13,16,19,19,19
12,13,17,21,19,19,2,11,12,13,16,19,19,19,1
13,17,21,19,19,2,11,12,13,16,19,19,19,1,11
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,21
0,0,0,0,0,0,4,8,22,22,21,3,21,21,0
0,0,0,0,0,4,8,22,22,21,3,21,21,0,12
0,0,0,0,4,8,22,22,21,3,21,21,0,12,13
0,0,0,4,8,22,22,21,3,21,21,0,12,13,16
0,0,4,8,22,22,21,3,21,21,0,12,13,16,21
0,4,8,22,22,21,3,21,21,0,12,13,16,21,19
4,8,22,22,21,3,21,21,0,12,13,16,21,19,19
8,22,22,21,3,21,21,0,12,13,16,21,19,19,2
22,22,21,3,21,21,0,12,13,16,21,19,19,2,19
22,21,3,21,21,0,12,13,16,21,19,19,2,19,19
21,3,21,21,0,12,13,16,21,19,19,2,19,19,19
3,21,21,0,12,13,16,21,19,19,2,19,19,19,1
21,21,0,12,13,16,21,19,19,2,19,19,19,1,11
0,0,0,0,0,0,0,0,0,0,0,0,4,21,21
0,0,0,0,0,0,0,0,0,0,0,4,21,21,3
0,0,0,0,0,0,0,0,0,0,4,21,21,3,0
0,0,0,0,0,0,0,0,0,4,21,21,3,0,12
0,0,0,0,0,0,0,0,4,21,21,3,0,12,13
0,0,0,0,0,0,0,4,21,21,3,0,12,13,16
0,0,0,0,0,0,4,21,21,3,0,12,13,16,21
0,0,0,0,0,4,21,21,3,0,12,13,16,21,19
0,0,0,0,4,21,21,3,0,12,13,16,21,19,19
0,0,0,4,21,21,3,0,12,13,16,21,19,19,2
0,0,4,21,21,3,0,12,13,16,21,19,19,2,19
0,4,21,21,3,0,12,13,16,21,19,19,2,19,19
4,21,21,3,0,12,13,16,21,19,19,2,19,19,19
21,21,3,0,12,13,16,21,19,19,2,19,19,19,19
21,3,0,12,13,16,21,19,19,2,19,19,19,19,24
3,0,12,13,16,21,19,19,2,19,19,19,19,24,24
0,12,13,16,21,19,19,2,19,19,19,19,24,24,9
12,13,16,21,19,19,2,19,19,19,19,24,24,9,15
13,16,21,19,19,2,19,19,19,19,24,24,9,15,24
16,21,19,19,2,19,19,19,19,24,24,9,15,24,24
21,19,19,2,19,19,19,19,24,24,9,15,24,24,24
19,19,2,19,19,19,19,24,24,9,15,24,24,24,24
19,2,19,19,19,19,24,24,9,15,24,24,24,24,24
2,19,19,19,19,24,24,9,15,24,24,24,24,24,20
19,19,19,19,24,24,9,15,24,24,24,24,24,20,20
19,19,19,24,24,9,15,24,24,24,24,24,20,20,6
19,19,24,24,9,15,24,24,24,24,24,20,20,6,20
19,24,24,9,15,24,24,24,24,24,20,20,6,20,20
24,24,9,15,24,24,24,24,24,20,20,6,20,20,20
24,9,15,24,24,24,24,24,20,20,6,20,20,20,10
9,15,24,24,24,24,24,20,20,6,20,20,20,10,7
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,21
0,0,0,0,0,0,4,8,22,22,21,3,21,21,0
0,0,0,0,0,4,8,22,22,21,3,21,21,0,12
0,0,0,0,4,8,22,22,21,3,21,21,0,12,13
0,0,0,4,8,22,22,21,3,21,21,0,12,13,16
0,0,4,8,22,22,21,3,21,21,0,12,13,16,21
0,4,8,22,22,21,3,21,21,0,12,13,16,21,19
4,8,22,22,21,3,21,21,0,12,13,16,21,19,19
8,22,22,21,3,21,21,0,12,13,16,21,19,19,2
22,22,21,3,21,21,0,12,13,16,21,19,19,2,19
22,21,3,21,21,0,12,13,16,21,19,19,2,19,19
21,3,21,21,0,12,13,16,21,19,19,2,19,19,24
3,21,21,0,12,13,16,21,19,19,2,19,19,24,24
21,21,0,12,13,16,21,19,19,2,19,19,24,24,9
21,0,12,13,16,21,19,19,2,19,19,24,24,9,15
0,12,13,16,21,19,19,2,19,19,24,24,9,15,24
12,13,16,21,19,19,2,19,19,24,24,9,15,24,24
13,16,21,19,19,2,19,19,24,24,9,15,24,24,20
16,21,19,19,2,19,19,24,24,9,15,24,24,20,20
21,19,19,2,19,19,24,24,9,15,24,24,20,20,6
19,19,2,19,19,24,24,9,15,24,24,20,20,6,20
19,2,19,19,24,24,9,15,24,24,20,20,6,20,20
2,19,19,24,24,9,15,24,24,20,20,6,20,20,20
19,19,24,24,9,15,24,24,20,20,6,20,20,20,20
19,24,24,9,15,24,24,20,20,6,20,20,20,20,20
24,24,9,15,24,24,20,20,6,20,20,20,20,20,20
24,9,15,24,24,20,20,6,20,20,20,20,20,20,20
9,15,24,24,20,20,6,20,20,20,20,20,20,20,20
15,24,24,20,20,6,20,20,20,20,20,20,20,20,20
24,24,20,20,6,20,20,20,20,20,20,20,20,20,20
24,20,20,6,20,20,20,20,20,20,20,20,20,20,24
20,20,6,20,20,20,20,20,20,20,20,20,20,24,24
20,6,20,20,20,20,20,20,20,20,20,20,24,24,9
6,20,20,20,20,20,20,20,20,20,20,24,24,9,10
20,20,20,20,20,20,20,20,20,20,24,24,9,10,7
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,0
0,0,0,0,0,0,4,8,22,22,21,3,21,0,12
0,0,0,0,0,4,8,22,22,21,3,21,0,12,13
0,0,0,0,4,8,22,22,21,3,21,0,12,13,16
0,0,0,4,8,22,22,21,3,21,0,12,13,16,21
0,0,4,8,22,22,21,3,21,0,12,13,16,21,19
0,4,8,22,22,21,3,21,0,12,13,16,21,19,19
4,8,22,22,21,3,21,0,12,13,16,21,19,19,2
8,22,22,21,3,21,0,12,13,16,21,19,19,2,19
22,22,21,3,21,0,12,13,16,21,19,19,2,19,19
22,21,3,21,0,12,13,16,21,19,19,2,19,19,24
21,3,21,0,12,13,16,21,19,19,2,19,19,24,24
3,21,0,12,13,16,21,19,19,2,19,19,24,24,9
21,0,12,13,16,21,19,19,2,19,19,24,24,9,15
0,12,13,16,21,19,19,2,19,19,24,24,9,15,24
12,13,16,21,19,19,2,19,19,24,24,9,15,24,24
13,16,21,19,19,2,19,19,24,24,9,15,24,24,20
16,21,19,19,2,19,19,24,24,9,15,24,24,20,20
21,19,19,2,19,19,24,24,9,15,24,24,20,20,6
19,19,2,19,19,24,24,9,15,24,24,20,20,6,20
19,2,19,19,24,24,9,15,24,24,20,20,6,20,20
2,19,19,24,24,9,15,24,24,20,20,6,20,20,20
19,19,24,24,9,15,24,24,20,20,6,20,20,20,20
19,24,24,9,15,24,24,20,20,6,20,20,20,20,20
24,24,9,15,24,24,20,20,6,20,20,20,20,20,20
24,9,15,24,24,20,20,6,20,20,20,20,20,20,24
9,15,24,24,20,20,6,20,20,20,20,20,20,24,24
15,24,24,20,20,6,20,20,20,20,20,20,24,24,9
24,24,20,20,6,20,20,20,20,20,20,24,24,9,24
24,20,20,6,20,20,20,20,20,20,24,24,9,24,24
20,20,6,20,20,20,20,20,20,24,24,9,24,24,24
20,6,20,20,20,20,20,20,24,24,9,24,24,24,20
6,20,20,20,20,20,20,24,24,9,24,24,24,20,20
20,20,20,20,20,20,24,24,9,24,24,24,20,20,6
20,20,20,20,20,24,24,9,24,24,24,20,20,6,20
20,20,20,20,24,24,9,24,24,24,20,20,6,20,20
20,20,20,24,24,9,24,24,24,20,20,6,20,20,20
20,20,24,24,9,24,24,24,20,20,6,20,20,20,12
20,24,24,9,24,24,24,20,20,6,20,20,20,12,13
24,24,9,24,24,24,20,20,6,20,20,20,12,13,16
24,9,24,24,24,20,20,6,20,20,20,12,13,16,20
9,24,24,24,20,20,6,20,20,20,12,13,16,20,24
24,24,24,20,20,6,20,20,20,12,13,16,20,24,24
24,24,20,20,6,20,20,20,12,13,16,20,24,24,9
24,20,20,6,20,20,20,12,13,16,20,24,24,9,24
20,20,6,20,20,20,12,13,16,20,24,24,9,24,24
20,6,20,20,20,12,13,16,20,24,24,9,24,24,20
6,20,20,20,12,13,16,20,24,24,9,24,24,20,20
20,20,20,12,13,16,20,24,24,9,24,24,20,20,6
20,20,12,13,16,20,24,24,9,24,24,20,20,6,20
20,12,13,16,20,24,24,9,24,24,20,20,6,20,20
12,13,16,20,24,24,9,24,24,20,20,6,20,20,20
13,16,20,24,24,9,24,24,20,20,6,20,20,20,20
16,20,24,24,9,24,24,20,20,6,20,20,20,20,20
20,24,24,9,24,24,20,20,6,20,20,20,20,20,20
24,24,9,24,24,20,20,6,20,20,20,20,20,20,24
24,9,24,24,20,20,6,20,20,20,20,20,20,24,24
9,24,24,20,20,6,20,20,20,20,20,20,24,24,9
24,24,20,20,6,20,20,20,20,20,20,24,24,9,24
24,20,20,6,20,20,20,20,20,20,24,24,9,24,20
20,20,6,20,20,20,20,20,20,24,24,9,24,20,20
20,6,20,20,20,20,20,20,24,24,9,24,20,20,6
6,20,20,20,20,20,20,24,24,9,24,20,20,6,20
20,20,20,20,20,20,24,24,9,24,20,20,6,20,5
20,20,20,20,20,24,24,9,24,20,20,6,20,5,14
20,20,20,20,24,24,9,24,20,20,6,20,5,14,14
0,0,0,0,0,0,0,0,0,0,0,0,4,8,22
0,0,0,0,0,0,0,0,0,0,0,4,8,22,22
0,0,0,0,0,0,0,0,0,0,4,8,22,22,21
0,0,0,0,0,0,0,0,0,4,8,22,22,21,3
0,0,0,0,0,0,0,0,4,8,22,22,21,3,21
0,0,0,0,0,0,0,4,8,22,22,21,3,21,21
0,0,0,0,0,0,4,8,22,22,21,3,21,21,21
0,0,0,0,0,4,8,22,22,21,3,21,21,21,0
0,0,0,0,4,8,22,22,21,3,21,21,21,0,21
0,0,0,4,8,22,22,21,3,21,21,21,0,21,21
0,0,4,8,22,22,21,3,21,21,21,0,21,21,12
0,4,8,22,22,21,3,21,21,21,0,21,21,12,13
4,8,22,22,21,3,21,21,21,0,21,21,12,13,16
8,22,22,21,3,21,21,21,0,21,21,12,13,16,21
22,22,21,3,21,21,21,0,21,21,12,13,16,21,19
22,21,3,21,21,21,0,21,21,12,13,16,21,19,19
21,3,21,21,21,0,21,21,12,13,16,21,19,19,2
3,21,21,21,0,21,21,12,13,16,21,19,19,2,19
21,21,21,0,21,21,12,13,16,21,19,19,2,19,19
21,21,0,21,21,12,13,16,21,19,19,2,19,19,24
21,0,21,21,12,13,16,21,19,19,2,19,19,24,24
0,21,21,12,13,16,21,19,19,2,19,19,24,24,9
21,21,12,13,16,21,19,19,2,19,19,24,24,9,24
21,12,13,16,21,19,19,2,19,19,24,24,9,24,20
12,13,16,21,19,19,2,19,19,24,24,9,24,20,20
13,16,21,19,19,2,19,19,24,24,9,24,20,20,6
16,21,19,19,2,19,19,24,24,9,24,20,20,6,15
21,19,19,2,19,19,24,24,9,24,20,20,6,15,20
19,19,2,19,19,24,24,9,24,20,20,6,15,20,20
19,2,19,19,24,24,9,24,20,20,6,15,20,20,20
2,19,19,24,24,9,24,20,20,6,15,20,20,20,20
19,19,24,24,9,24,20,20,6,15,20,20,20,20,24
19,24,24,9,24,20,20,6,15,20,20,20,20,24,24
24,24,9,24,20,20,6,15,20,20,20,20,24,24,9
24,9,24,20,20,6,15,20,20,20,20,24,24,9,24
9,24,20,20,6,15,20,20,20,20,24,24,9,24,24
24,20,20,6,15,20,20,20,20,24,24,9,24,24,20
